date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:37:59	4417/4417	---M-Z	200	added ('OK')	application/x-javascript	etag:%221141-5d8d07d3-3d4db37979dca6b8;gz%22	https://exoxemis.com/wp-content/themes/clariwell/assets/js/superfish.min.js	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/js/superfish.min.js	(from https://exoxemis.com/)
00:37:59	17491/17491	---M-Z	200	added ('OK')	application/x-javascript	etag:%224453-5d8d07d3-8cd60ce2c7a51d2a;gz%22	https://exoxemis.com/wp-content/themes/clariwell/assets/js/insignia-navigation.js?ver=1	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/js/insignia-navigation68b3.js	(from https://exoxemis.com/)
00:38:00	4330/4330	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210ea-5f7c25d3-46d52fc4eec11b0d;gz%22	https://exoxemis.com/wp-content/plugins/uji-popup/modal/jquery.modal.min.js?ver=0.5.5	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/uji-popup/modal/jquery.modal.minec63.js	(from https://exoxemis.com/)
00:38:00	2242/2242	---M-Z	200	added ('OK')	application/x-javascript	etag:%228c2-5f7c25d3-6c4155607c5a9d26;gz%22	https://exoxemis.com/wp-content/plugins/uji-popup/js/popups.js?ver=1.1	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/uji-popup/js/popups4963.js	(from https://exoxemis.com/)
00:38:00	12136/12136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-5d8d07d3-f5ee9215ed079eff;gz%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:01	7536/7536	---M--	200	added ('OK')	application/font-woff	etag:%221d70-5d8d07d3-a76ac4e13d3db0c4;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:01	11968/11968	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222ec0-5d8d07d3-b96515b38c720614;gz%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:01	13797/13797	---M-Z	200	added ('OK')	image/svg+xml	etag:%2235e5-5d8d07d3-13f64de51173d816;gz%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:01	326/326	---M-Z	200	added ('OK')	text/plain	etag:%22146-5d8d07d3-b2e9042e5fd35bec;gz%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:02	326/326	---M-Z	200	added ('OK')	text/plain	etag:%22146-5d8d07d3-28ef0e3c18009c33;gz%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:02	933/933	---M--	200	added ('OK')	image/png	etag:%223a5-5d8d07d3-c6e03be53340ac16;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:02	951/951	---M--	200	added ('OK')	image/png	etag:%223b7-5d8d07d3-87d1b509e976eb2b;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:02	938/938	---M--	200	added ('OK')	image/png	etag:%223aa-5d8d07d3-7d080fdaad424089;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:03	935/935	---M--	200	added ('OK')	image/png	etag:%223a7-5d8d07d3-c5bed79c4454a526;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:03	184/184	---M--	200	added ('OK')	image/png	etag:%22b8-5d8d07d3-ac8df218d0bdf420;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:03	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-5d8d07d3-e522e35d392e75c5;;;%22	https://exoxemis.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://exoxemis.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
00:38:03	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5d8d07d3-85c200b73ca038bd;gz%22	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont5b62.eot	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:04	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5d8d07d3-85c200b73ca038bd;gz%22	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfontd41d.eot	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:04	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%22118d8-5d8d07d3-14470670d89ca641;;;%22	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont5b62.woff2	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:05	57688/57688	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Mar%202026%2016:38:08%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont5b62.woff	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:08%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont5b62.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:08%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome-webfont5b62.svg	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/font-awesome.min.css?ver=6.7.5)
00:38:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:08%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmind.eot?	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmindd41d.eot	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/iconsmind.min.css?ver=6.7.5)
00:38:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:09%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmind.woff	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmind.woff	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/iconsmind.min.css?ver=6.7.5)
00:38:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:09%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmind.ttf	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/iconsmind.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/iconsmind.min.css?ver=6.7.5)
00:38:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:09%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/img/select-arrow.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/img/select-arrow.png	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:10%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.eot	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.eot	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:10%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.eot?	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesomed41d.eot	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:10%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.svg	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.svg	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:10%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.woff	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.woff	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:11%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.ttf	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/fontawesome.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:11%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.eot	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.eot	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:11%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.eot?	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/themifyd41d.eot	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:11%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.woff	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.woff	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:12%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.ttf	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:12%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.svg	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/themify.svg	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:12%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/Saira-Regular.ttf	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/Saira-Regular.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:12%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/fonts/Ubuntu-Regular.ttf	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/fonts/Ubuntu-Regular.ttf	(from https://exoxemis.com/wp-content/themes/clariwell/style.css?ver=6.7.5)
00:38:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:13%20GMT	https://exoxemis.com/wp-content/themes/clariwell/assets/img/close.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/themes/clariwell/assets/img/close.png	(from https://exoxemis.com/wp-content/themes/clariwell/assets/css/clariwell-css.css?ver=6.7.5)
00:38:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:13%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:13%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/vc/info.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/vc/info.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:14%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/vc/tick.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:14%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:14%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:15%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:15%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:15%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:15%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:16%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:16%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:16%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:17%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:17%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:17%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:18%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:18%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:18%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:19%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:19%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:19%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:20%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:20%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:20%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:21%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
00:38:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2030%20Mar%202026%2016:38:21%20GMT	https://exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/My%20Web%20Sites/exoxemis.com/exoxemis.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://exoxemis.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7)
